Datazone,Population,Air.quality,Noise,Congestion,Road.Repairs,Road.Safety,Hassle.Costs,Physical.Activity,Excess.Cold,Excess.Heat,Dampness,Diet.Change,Total,,£ millions total
E01029501,1593,1.33,0.27,0.29,0.17,0.04,-1.23,2.23,0.46,0.00,0.02,1.04,4.73,,
E01029270,2243,1.87,0.59,0.38,0.24,0.05,-1.74,4.08,0.40,0.00,0.05,1.46,6.90,,
E01029502,1690,1.41,0.14,0.30,0.18,0.04,-1.31,3.06,0.24,0.00,0.04,1.10,5.52,,
E01029459,1634,1.33,0.50,0.32,0.17,0.04,-1.26,4.30,0.14,0.00,0.05,1.06,6.58,,
E01029503,1606,1.32,0.30,0.31,0.17,0.04,-1.24,2.61,0.45,0.00,0.02,1.04,4.85,,
E01029271,1930,1.61,0.49,0.30,0.21,0.05,-1.53,2.70,0.39,0.00,0.04,1.28,5.68,,
E01029504,1645,1.36,0.19,0.30,0.17,0.04,-1.27,0.89,0.72,0.00,0.01,1.07,3.48,,
E01029273,1398,1.17,0.15,0.25,0.15,0.03,-1.10,0.69,0.30,0.00,0.02,0.92,2.46,,
E01029505,1613,1.26,0.36,0.28,0.17,0.04,-1.25,1.33,0.29,0.00,0.03,1.05,3.57,,
E01029274,1874,1.61,0.43,0.35,0.21,0.05,-1.51,2.47,0.44,0.00,0.03,1.27,5.39,,
E01029506,1750,1.37,0.58,0.31,0.19,0.04,-1.36,2.28,0.41,0.00,0.03,1.15,4.91,,
E01029460,1714,1.41,0.40,0.31,0.18,0.04,-1.32,1.87,0.60,0.00,0.01,1.11,4.59,,
E01029507,1613,1.26,0.34,0.26,0.17,0.04,-1.25,2.97,0.22,0.00,0.04,1.05,5.13,,
E01029275,1323,1.10,0.30,0.20,0.14,0.03,-1.02,1.71,0.25,0.00,0.03,0.86,3.66,,
E01029508,2219,1.83,0.30,0.42,0.24,0.05,-1.72,3.22,0.66,0.00,0.02,1.45,6.52,,
E01029408,2442,2.03,0.22,0.45,0.26,0.06,-1.89,4.51,0.28,0.00,0.06,1.59,7.81,,
E01029509,1752,1.45,0.43,0.27,0.19,0.04,-1.35,2.46,0.31,0.00,0.03,1.14,4.82,,
E01029461,1962,1.62,0.54,0.38,0.21,0.05,-1.52,4.30,0.90,0.00,0.02,1.28,7.65,,
E01029511,1601,1.32,0.27,0.29,0.17,0.04,-1.24,2.16,0.27,0.00,0.03,1.04,4.47,,
E01029197,1295,1.08,0.31,0.21,0.14,0.03,-1.00,1.73,0.41,0.00,0.01,0.84,3.87,,
E01029512,2234,1.82,0.62,0.40,0.24,0.05,-1.73,2.74,0.51,0.00,0.04,1.46,5.95,,
E01029094,1971,1.61,0.49,0.34,0.21,0.05,-1.52,2.57,0.42,0.00,0.03,1.28,5.62,,
E01029276,1730,1.43,0.30,0.31,0.18,0.04,-1.34,2.08,0.35,0.00,0.04,1.13,4.71,,
E01029147,1741,1.45,0.42,0.30,0.19,0.04,-1.36,2.84,0.46,0.00,0.02,1.15,5.22,,
E01029358,1319,1.03,0.21,0.23,0.14,0.03,-1.02,2.03,0.37,0.00,0.02,0.86,3.73,,
E01029410,1774,1.47,0.32,0.32,0.19,0.04,-1.37,2.89,0.20,0.00,0.04,1.15,5.42,,
E01029409,2085,1.73,0.22,0.40,0.22,0.05,-1.61,3.07,0.52,0.00,0.03,1.36,6.02,,
E01029359,2553,2.00,0.82,0.44,0.27,0.06,-2.05,2.98,0.68,0.00,0.03,1.75,6.53,,
E01029145,2307,1.92,0.30,0.41,0.25,0.06,-1.80,2.19,0.51,0.00,0.04,1.52,5.23,,
E01029277,1374,1.13,0.39,0.26,0.15,0.03,-1.08,1.82,0.40,0.00,0.02,0.91,4.01,,
E01029462,1745,1.42,0.61,0.35,0.19,0.04,-1.35,1.98,0.63,0.00,0.02,1.14,4.97,,
E01029095,1796,1.48,0.37,0.33,0.19,0.04,-1.39,2.40,0.60,0.00,0.02,1.17,5.32,,
E01029463,1293,1.06,0.36,0.24,0.14,0.03,-1.00,1.54,0.52,0.00,0.02,0.84,3.64,,
E01029148,1639,1.36,0.46,0.27,0.17,0.04,-1.27,1.93,0.48,0.00,0.02,1.07,4.50,,
E01029464,1538,1.28,0.21,0.28,0.16,0.04,-1.19,2.09,0.60,0.00,0.02,1.00,4.67,,
E01029278,1413,1.17,0.35,0.26,0.15,0.03,-1.09,1.65,0.13,0.00,0.04,0.93,3.98,,
E01029465,2163,1.81,0.25,0.44,0.23,0.05,-1.68,3.72,0.95,0.00,0.02,1.42,7.31,,
E01029360,1534,1.20,0.12,0.30,0.16,0.04,-1.19,0.84,0.32,0.00,0.03,1.00,2.88,,
E01029104,2065,1.71,0.37,0.37,0.22,0.05,-1.60,2.88,0.30,0.00,0.05,1.35,5.74,,
E01029411,1445,1.20,0.36,0.24,0.15,0.03,-1.12,1.88,0.48,0.00,0.01,0.94,4.49,,
E01029285,2559,2.11,0.59,0.48,0.27,0.06,-1.98,3.80,0.78,0.00,0.03,1.67,7.79,,
E01029198,1301,1.11,0.26,0.23,0.14,0.03,-1.04,3.68,0.11,0.00,0.03,0.88,5.43,,
E01029367,2159,1.68,0.50,0.41,0.23,0.05,-1.67,3.76,0.38,0.00,0.05,1.40,6.78,,
E01029412,1304,1.09,0.33,0.24,0.14,0.03,-1.01,2.94,0.56,0.00,0.01,0.86,5.29,,
E01029156,1995,1.66,0.25,0.37,0.21,0.05,-1.54,4.72,0.24,0.00,0.05,1.30,6.83,,
E01029199,2948,2.44,0.75,0.54,0.31,0.07,-2.28,5.41,1.26,0.00,0.03,1.92,10.48,,
E01029209,1370,1.14,0.33,0.24,0.15,0.03,-1.06,3.06,0.13,0.00,0.04,0.89,4.87,,
E01029200,1660,1.38,0.21,0.29,0.18,0.04,-1.28,2.78,0.18,0.00,0.04,1.08,4.85,,
E01029105,1701,1.39,0.40,0.32,0.18,0.04,-1.31,3.88,0.18,0.00,0.04,1.11,6.36,,
E01029413,1406,1.15,0.40,0.27,0.15,0.03,-1.09,1.75,0.46,0.00,0.01,0.91,3.66,,
E01029286,1639,1.36,0.14,0.31,0.17,0.04,-1.27,0.86,0.71,0.00,0.01,1.07,3.48,,
E01029361,1342,1.05,0.08,0.24,0.14,0.03,-1.04,0.88,0.61,0.00,0.01,0.87,3.14,,
E01029368,1175,0.96,0.32,0.23,0.12,0.03,-0.91,2.58,0.11,0.00,0.03,0.76,4.18,,
E01029157,1472,1.22,0.20,0.27,0.16,0.04,-1.14,3.25,0.14,0.00,0.04,0.96,5.85,,
E01029210,1843,1.54,0.43,0.35,0.20,0.04,-1.42,0.51,0.81,0.00,0.01,1.20,3.47,,
E01029106,1668,1.38,0.25,0.31,0.18,0.04,-1.29,3.08,0.18,0.00,0.04,1.08,5.26,,
E01029287,1524,1.25,0.38,0.29,0.16,0.04,-1.18,3.03,0.13,0.00,0.04,0.99,5.35,,
E01029369,1252,1.03,0.32,0.22,0.13,0.03,-0.97,0.69,0.48,0.00,0.01,0.81,3.05,,
E01029466,2347,1.94,0.26,0.45,0.25,0.06,-1.81,1.24,1.08,0.00,0.01,1.53,5.22,,
E01029467,2013,1.67,0.24,0.39,0.21,0.05,-1.56,3.95,0.19,0.00,0.06,1.31,7.02,,
E01029468,1601,1.33,0.37,0.32,0.17,0.04,-1.24,2.99,0.23,0.00,0.04,1.04,5.15,,
E01029469,1782,1.46,0.40,0.32,0.19,0.04,-1.38,1.81,0.61,0.00,0.01,1.16,4.60,,
E01029470,1555,1.27,0.41,0.30,0.17,0.04,-1.20,0.84,0.52,0.00,0.01,1.01,3.50,,
E01029471,1806,1.50,0.39,0.33,0.19,0.04,-1.40,2.47,0.57,0.00,0.02,1.18,5.50,,
E01029472,1584,1.32,0.14,0.29,0.17,0.04,-1.22,2.45,0.23,0.00,0.04,1.03,4.70,,
E01029473,1605,1.33,0.38,0.26,0.17,0.04,-1.24,2.48,0.31,0.00,0.03,1.04,4.81,,
E01029158,1449,1.20,0.37,0.24,0.15,0.03,-1.12,3.80,0.12,0.00,0.04,0.95,5.67,,
E01029211,1430,1.18,0.34,0.21,0.15,0.03,-1.11,2.22,0.53,0.00,0.02,0.93,4.40,,
E01029107,1513,1.25,0.23,0.27,0.16,0.04,-1.17,2.31,0.58,0.00,0.02,0.98,4.60,,
E01029288,1514,1.28,0.31,0.29,0.16,0.04,-1.17,2.16,0.33,0.00,0.03,0.99,4.69,,
E01029370,1388,1.14,0.29,0.25,0.15,0.03,-1.07,3.54,0.14,0.00,0.04,0.90,5.30,,
E01029159,2176,1.80,0.37,0.40,0.23,0.05,-1.68,3.61,0.88,0.00,0.01,1.42,6.77,,
E01029212,1115,0.92,0.28,0.20,0.12,0.03,-0.86,2.57,0.12,0.00,0.03,0.73,3.92,,
E01029108,2014,1.67,0.38,0.36,0.21,0.05,-1.56,2.52,0.41,0.00,0.04,1.31,5.75,,
E01029289,1966,1.66,0.18,0.36,0.21,0.05,-1.54,3.25,0.26,0.00,0.06,1.29,5.82,,
E01029871,1451,1.21,0.33,0.25,0.15,0.03,-1.12,4.15,0.14,0.00,0.04,0.94,6.16,,
E01029872,1525,1.27,0.25,0.31,0.16,0.04,-1.18,2.94,0.13,0.00,0.05,0.99,5.17,,
E01029873,2233,1.88,0.55,0.36,0.24,0.05,-1.74,3.94,0.56,0.00,0.04,1.46,7.20,,
E01029874,1715,1.43,0.23,0.33,0.18,0.04,-1.32,3.05,0.14,0.00,0.05,1.12,5.51,,
E01029875,2378,2.00,0.60,0.39,0.25,0.06,-1.86,3.28,0.47,0.00,0.05,1.56,7.06,,
E01029876,2186,1.86,0.50,0.37,0.24,0.05,-1.70,3.17,0.58,0.00,0.03,1.43,6.53,,
E01029877,1561,1.30,0.37,0.29,0.17,0.04,-1.21,2.91,0.15,0.00,0.04,1.02,5.38,,
E01029878,1294,1.07,0.32,0.24,0.14,0.03,-1.00,2.25,0.21,0.00,0.03,0.84,3.97,,
E01029879,1857,1.56,0.42,0.34,0.20,0.05,-1.45,3.21,0.83,0.00,0.02,1.22,6.51,,
E01029880,1883,1.57,0.47,0.32,0.20,0.05,-1.45,3.97,0.28,0.00,0.05,1.23,6.53,,
E01029881,2099,1.75,0.51,0.34,0.22,0.05,-1.62,2.97,0.57,0.00,0.03,1.37,6.29,,
E01029882,1519,1.30,0.22,0.28,0.16,0.04,-1.18,2.02,0.46,0.00,0.02,0.99,4.52,,
E01029729,1572,1.37,0.43,0.32,0.18,0.04,-1.28,1.88,0.44,0.00,0.02,1.09,4.26,,
E01029883,2013,1.67,0.50,0.37,0.21,0.05,-1.55,3.50,0.16,0.00,0.06,1.32,6.42,,
E01029884,1736,1.47,0.21,0.35,0.19,0.04,-1.41,2.58,0.76,0.00,0.02,1.18,5.68,,
E01029621,1491,1.24,0.12,0.27,0.16,0.04,-1.15,2.62,0.18,0.00,0.04,0.97,4.56,,
E01029885,2377,1.98,0.21,0.43,0.25,0.06,-1.84,4.30,0.31,0.00,0.06,1.55,7.51,,
E01029533,1463,1.22,0.17,0.28,0.16,0.04,-1.13,3.18,0.17,0.00,0.04,0.95,5.15,,
E01029886,1339,1.23,0.32,0.27,0.15,0.03,-1.14,2.16,0.55,0.00,0.01,0.95,4.63,,
E01029824,1821,1.52,0.53,0.34,0.20,0.04,-1.46,4.53,0.16,0.00,0.05,1.22,7.19,,
E01029887,2054,1.69,0.24,0.41,0.22,0.05,-1.59,3.47,0.93,0.00,0.02,1.34,7.01,,
E01029673,1491,1.16,0.12,0.30,0.16,0.04,-1.15,2.31,0.20,0.00,0.04,0.97,4.18,,
E01029678,1596,1.25,0.39,0.25,0.17,0.04,-1.23,2.67,0.44,0.00,0.03,1.04,4.65,,
E01029820,2569,2.14,0.10,0.45,0.27,0.06,-1.98,0.03,1.16,0.00,0.01,1.67,4.04,,
E01029783,1447,1.19,0.24,0.29,0.15,0.03,-1.12,0.88,0.63,0.00,0.01,0.94,3.27,,
E01029888,1302,1.08,0.18,0.24,0.14,0.03,-1.01,2.19,0.13,0.00,0.04,0.85,4.47,,
E01029733,1900,1.63,0.46,0.30,0.21,0.05,-1.51,2.82,0.79,0.00,0.02,1.27,6.29,,
E01029679,1467,1.14,0.23,0.28,0.16,0.04,-1.13,1.72,0.47,0.00,0.01,0.95,4.05,,
E01029666,1470,1.15,0.41,0.26,0.16,0.04,-1.15,2.31,0.20,0.00,0.04,0.97,4.25,,
E01029610,1383,1.13,0.36,0.24,0.15,0.03,-1.07,1.42,0.51,0.00,0.01,0.90,3.87,,
E01029635,1676,1.39,0.26,0.29,0.18,0.04,-1.29,3.63,0.17,0.00,0.04,1.09,5.44,,
E01029856,1395,1.16,0.25,0.26,0.15,0.03,-1.08,2.69,0.22,0.00,0.03,0.91,4.65,,
E01029784,2189,1.81,0.37,0.41,0.23,0.05,-1.69,4.47,0.23,0.00,0.06,1.42,6.99,,
E01029827,1473,1.22,0.25,0.27,0.16,0.04,-1.14,1.83,0.22,0.00,0.03,0.96,3.73,,
E01029785,1766,1.44,0.56,0.29,0.19,0.04,-1.36,2.66,0.63,0.00,0.02,1.15,5.11,,
E01029786,1358,1.19,0.24,0.24,0.15,0.03,-1.08,2.20,0.25,0.00,0.03,0.90,4.07,,
E01029787,1924,1.60,0.25,0.37,0.20,0.05,-1.49,3.71,0.20,0.00,0.05,1.25,6.41,,
E01029788,1213,1.01,0.32,0.21,0.13,0.03,-0.94,1.93,0.28,0.00,0.02,0.79,3.68,,
E01029789,1077,0.90,0.26,0.19,0.11,0.03,-0.83,0.03,0.46,0.00,0.01,0.70,1.77,,
E01029790,1752,1.46,0.23,0.33,0.19,0.04,-1.35,3.76,0.17,0.00,0.05,1.14,6.25,,
E01029791,1386,1.17,0.13,0.27,0.15,0.03,-1.11,2.68,0.17,0.00,0.04,0.93,4.62,,
E01029792,2382,1.98,0.60,0.43,0.25,0.06,-1.84,4.41,0.27,0.00,0.06,1.55,7.98,,
E01029793,1512,1.30,0.15,0.30,0.16,0.04,-1.21,2.44,0.21,0.00,0.04,1.02,4.57,,
E01029794,1461,1.29,0.36,0.24,0.17,0.04,-1.19,2.71,0.17,0.00,0.04,1.01,4.74,,
E01029795,1691,1.40,0.42,0.29,0.18,0.04,-1.31,3.35,0.19,0.00,0.04,1.10,5.60,,
E01029796,1555,1.33,0.36,0.27,0.17,0.04,-1.25,2.73,0.21,0.00,0.04,1.05,4.83,,
E01029797,1615,1.37,0.37,0.27,0.17,0.04,-1.29,3.11,0.20,0.00,0.04,1.08,5.27,,
E01029798,1636,1.34,0.39,0.31,0.17,0.04,-1.26,3.90,0.16,0.00,0.05,1.06,6.11,,
E01029799,1980,1.63,0.35,0.38,0.21,0.05,-1.53,3.44,0.21,0.00,0.05,1.29,6.36,,
E01029800,1593,1.31,0.37,0.30,0.17,0.04,-1.23,3.50,0.17,0.00,0.04,1.04,5.53,,
E01029801,1782,1.48,0.45,0.32,0.19,0.04,-1.38,0.48,0.77,0.00,0.01,1.16,3.23,,
E01029802,1807,1.50,0.41,0.32,0.19,0.04,-1.40,1.08,0.79,0.00,0.01,1.18,4.00,,
E01029803,1769,1.47,0.43,0.30,0.19,0.04,-1.37,3.81,0.18,0.00,0.05,1.15,6.13,,
E01029804,1825,1.51,0.22,0.35,0.19,0.04,-1.41,3.31,0.20,0.00,0.05,1.19,5.59,,
E01029805,1671,1.38,0.26,0.32,0.18,0.04,-1.29,3.49,0.19,0.00,0.04,1.09,5.49,,
E01029806,1491,1.24,0.22,0.28,0.16,0.04,-1.16,2.53,0.17,0.00,0.04,0.97,4.61,,
E01029807,1082,0.89,0.27,0.21,0.12,0.03,-0.85,1.61,0.47,0.00,0.01,0.71,3.29,,
E01029808,1524,1.29,0.19,0.29,0.17,0.04,-1.21,3.59,0.16,0.00,0.04,1.02,5.64,,
E01029809,1498,1.23,0.35,0.28,0.16,0.04,-1.16,4.01,0.14,0.00,0.04,0.97,6.43,,
E01029810,1390,1.13,0.43,0.26,0.15,0.03,-1.07,1.95,0.56,0.00,0.01,0.90,4.19,,
E01029624,1300,1.01,0.17,0.26,0.14,0.03,-1.00,1.22,0.57,0.00,0.01,0.85,3.33,,
E01029536,1408,1.16,0.18,0.28,0.15,0.03,-1.09,0.73,0.65,0.00,0.01,0.92,3.12,,
E01029811,1514,1.25,0.29,0.28,0.16,0.04,-1.17,2.49,0.17,0.00,0.04,0.98,4.26,,
E01029812,1952,1.62,0.21,0.38,0.21,0.05,-1.51,1.03,0.90,0.00,0.01,1.27,4.34,,
E01029813,2171,1.81,0.09,0.38,0.23,0.05,-1.68,0.02,0.98,0.00,0.01,1.41,3.41,,
E01029814,1562,1.28,0.36,0.27,0.17,0.04,-1.21,1.76,0.56,0.00,0.01,1.02,4.34,,
E01029815,1490,1.21,0.49,0.29,0.16,0.04,-1.15,3.99,0.12,0.00,0.04,0.97,5.99,,
E01029816,1368,1.17,0.14,0.26,0.15,0.03,-1.07,2.48,0.17,0.00,0.04,0.90,4.26,,
E01029817,1729,1.44,0.41,0.30,0.18,0.04,-1.34,1.09,0.75,0.00,0.01,1.12,3.80,,
E01029818,1445,1.18,0.38,0.28,0.15,0.03,-1.12,0.78,0.42,0.00,0.01,0.94,3.26,,
E01029819,1701,1.42,0.07,0.30,0.18,0.04,-1.31,0.02,0.77,0.00,0.01,1.11,2.67,,
E01029625,1014,0.79,0.14,0.19,0.11,0.02,-0.78,1.94,0.42,0.00,0.01,0.66,3.44,,
E01029626,1538,1.20,0.32,0.28,0.16,0.04,-1.19,1.19,0.33,0.00,0.02,1.00,3.35,,
E01029627,1414,1.10,0.61,0.21,0.15,0.03,-1.09,3.54,0.12,0.00,0.04,0.92,5.40,,
E01029628,1654,1.29,0.17,0.28,0.18,0.04,-1.28,0.02,0.74,0.00,0.01,1.08,2.56,,
E01029629,1249,0.97,0.48,0.19,0.13,0.03,-0.96,0.80,0.46,0.00,0.01,0.81,3.00,,
E01029630,1397,1.09,0.54,0.20,0.15,0.03,-1.08,0.83,0.53,0.00,0.01,0.91,3.30,,
E01029631,1358,1.06,0.09,0.24,0.14,0.03,-1.05,0.89,0.62,0.00,0.01,0.88,3.18,,
E01029632,1709,1.42,0.43,0.28,0.18,0.04,-1.32,2.86,0.51,0.00,0.02,1.11,5.56,,
E01029633,1985,1.55,0.21,0.34,0.21,0.05,-1.53,0.02,0.89,0.00,0.01,1.29,3.07,,
E01029634,1572,1.23,0.49,0.28,0.17,0.04,-1.21,0.86,0.40,0.00,0.01,1.02,3.27,,
E01029611,1919,1.57,0.57,0.35,0.20,0.05,-1.48,2.10,0.66,0.00,0.01,1.25,5.20,,
E01029616,1475,1.24,0.16,0.28,0.16,0.04,-1.14,2.49,0.36,0.00,0.02,0.97,4.72,,
E01029680,1527,1.19,0.51,0.24,0.16,0.04,-1.18,3.80,0.13,0.00,0.04,0.99,5.98,,
E01029889,1401,1.16,0.21,0.26,0.15,0.03,-1.08,0.74,0.61,0.00,0.01,0.91,2.97,,
E01029681,1220,1.01,0.31,0.22,0.13,0.03,-0.94,0.67,0.36,0.00,0.01,0.79,2.77,,
E01029890,1714,1.42,0.19,0.33,0.18,0.04,-1.32,0.91,0.79,0.00,0.01,1.11,3.81,,
E01029682,1581,1.31,0.18,0.30,0.17,0.04,-1.22,2.07,0.33,0.00,0.02,1.03,4.38,,
E01029891,2181,1.79,0.48,0.41,0.23,0.05,-1.68,3.99,0.21,0.00,0.06,1.42,7.41,,
E01029683,1227,1.02,0.30,0.22,0.13,0.03,-0.95,0.03,0.53,0.00,0.01,0.80,2.01,,
E01029892,2030,1.68,0.18,0.40,0.22,0.05,-1.57,1.15,0.94,0.00,0.01,1.32,4.56,,
E01029684,1456,1.20,0.27,0.29,0.15,0.03,-1.12,1.02,0.63,0.00,0.01,0.95,3.38,,
E01029894,1127,0.98,0.14,0.22,0.12,0.03,-0.90,1.68,0.34,0.00,0.01,0.75,3.47,,
E01029685,1506,1.23,0.38,0.27,0.16,0.04,-1.16,0.87,0.57,0.00,0.01,0.98,3.70,,
E01029895,1154,0.96,0.13,0.22,0.12,0.03,-0.89,2.57,0.11,0.00,0.03,0.75,3.96,,
E01029686,1345,1.12,0.05,0.24,0.14,0.03,-1.04,0.01,0.61,0.00,0.01,0.87,2.11,,
E01029896,1288,1.07,0.18,0.22,0.14,0.03,-0.99,1.61,0.48,0.00,0.01,0.84,3.64,,
E01029687,2010,1.67,0.46,0.35,0.21,0.05,-1.55,1.20,0.88,0.00,0.01,1.31,4.45,,
E01029897,2460,2.05,0.60,0.43,0.26,0.06,-1.90,3.86,0.27,0.00,0.06,1.60,6.71,,
E01029688,2493,2.07,0.58,0.45,0.27,0.06,-1.93,1.55,1.12,0.00,0.01,1.63,5.82,,
E01029898,2001,1.67,0.22,0.38,0.21,0.05,-1.55,2.95,0.90,0.00,0.02,1.31,6.31,,
E01029689,1730,1.43,0.29,0.32,0.18,0.04,-1.34,2.45,0.65,0.00,0.02,1.13,5.28,,
E01029899,1830,1.52,0.42,0.32,0.19,0.04,-1.42,1.15,0.79,0.00,0.01,1.19,4.26,,
E01029690,1473,1.20,0.44,0.29,0.16,0.04,-1.14,0.83,0.53,0.00,0.01,0.96,3.27,,
E01029900,1786,1.49,0.37,0.32,0.19,0.04,-1.38,2.74,0.69,0.00,0.02,1.16,5.67,,
E01029857,1513,1.25,0.32,0.28,0.16,0.04,-1.17,2.17,0.34,0.00,0.03,0.98,4.43,,
E01029773,1500,1.25,0.24,0.27,0.16,0.04,-1.16,0.79,0.29,0.00,0.03,0.98,2.80,,
E01029636,1404,1.17,0.19,0.26,0.15,0.03,-1.09,1.15,0.28,0.00,0.03,0.92,3.07,,
E01029691,1332,1.10,0.27,0.24,0.14,0.03,-1.03,2.08,0.36,0.00,0.02,0.87,4.03,,
E01029692,1395,1.15,0.22,0.25,0.15,0.03,-1.08,1.57,0.18,0.00,0.03,0.91,3.35,,
E01029693,1357,1.12,0.26,0.24,0.14,0.03,-1.05,1.04,0.51,0.00,0.01,0.88,3.62,,
E01029694,2283,1.88,0.43,0.43,0.24,0.05,-1.77,4.59,0.25,0.00,0.06,1.49,7.36,,
E01029695,2403,2.00,0.29,0.42,0.26,0.06,-1.86,3.66,0.31,0.00,0.06,1.57,7.07,,
E01029696,1372,1.14,0.33,0.22,0.15,0.03,-1.06,1.93,0.35,0.00,0.02,0.89,4.16,,
E01029697,1566,1.30,0.36,0.27,0.17,0.04,-1.21,2.25,0.21,0.00,0.04,1.02,4.74,,
E01029698,1776,1.47,0.22,0.31,0.19,0.04,-1.37,2.51,0.27,0.00,0.04,1.16,4.88,,
E01029699,1959,1.59,0.54,0.39,0.21,0.05,-1.51,3.06,0.62,0.00,0.02,1.27,6.09,,
E01029700,1327,1.09,0.34,0.24,0.14,0.03,-1.02,3.15,0.12,0.00,0.03,0.86,4.95,,
E01029702,1555,1.29,0.40,0.29,0.17,0.04,-1.20,2.32,0.32,0.00,0.03,1.02,4.56,,
E01029703,1599,1.34,0.41,0.32,0.17,0.04,-1.26,1.89,0.35,0.00,0.03,1.05,4.46,,
E01029704,1375,1.13,0.26,0.25,0.15,0.03,-1.06,1.83,0.16,0.00,0.03,0.89,3.60,,
E01029705,1372,1.12,0.33,0.26,0.15,0.03,-1.06,2.12,0.44,0.00,0.01,0.89,4.43,,
E01029706,1820,1.52,0.13,0.35,0.19,0.04,-1.41,2.61,0.78,0.00,0.01,1.19,5.21,,
E01029707,1444,1.20,0.23,0.25,0.15,0.03,-1.12,1.29,0.27,0.00,0.03,0.94,3.95,,
E01029708,2147,1.78,0.46,0.34,0.23,0.05,-1.66,2.87,0.27,0.00,0.05,1.40,5.66,,
E01029709,1471,1.22,0.18,0.26,0.16,0.04,-1.14,2.03,0.20,0.00,0.04,0.96,3.94,,
E01029710,1348,1.13,0.16,0.26,0.15,0.03,-1.06,2.24,0.56,0.00,0.02,0.89,4.52,,
E01029711,1518,1.27,0.29,0.30,0.16,0.04,-1.17,2.62,0.43,0.00,0.02,0.99,4.99,,
E01029712,2177,1.81,0.19,0.43,0.23,0.05,-1.68,1.23,0.94,0.00,0.01,1.42,4.89,,
E01029713,1816,1.51,0.17,0.33,0.19,0.04,-1.41,2.45,0.26,0.00,0.04,1.18,4.92,,
E01029714,1491,1.23,0.28,0.26,0.16,0.04,-1.15,0.98,0.56,0.00,0.01,0.97,3.84,,
E01029715,1461,1.21,0.18,0.27,0.16,0.04,-1.13,1.88,0.61,0.00,0.01,0.95,4.00,,
E01029716,1591,1.31,0.28,0.29,0.17,0.04,-1.23,1.93,0.30,0.00,0.03,1.03,4.11,,
E01029535,1352,1.12,0.18,0.25,0.14,0.03,-1.05,1.76,0.38,0.00,0.01,0.88,3.57,,
E01029774,1882,1.55,0.28,0.35,0.20,0.05,-1.45,3.05,0.53,0.00,0.02,1.23,5.63,,
E01029623,1174,0.92,0.27,0.21,0.13,0.03,-0.91,1.62,0.21,0.00,0.03,0.77,3.22,,
E01029826,1725,1.43,0.22,0.33,0.18,0.04,-1.33,2.58,0.44,0.00,0.02,1.12,5.00,,
E01029775,1400,1.15,0.25,0.26,0.15,0.03,-1.08,2.27,0.36,0.00,0.02,0.91,4.28,,
E01029776,1763,1.45,0.39,0.32,0.19,0.04,-1.36,0.30,0.12,0.00,0.05,1.15,2.59,,
E01029777,1496,1.24,0.31,0.29,0.16,0.04,-1.16,2.78,0.63,0.00,0.02,0.98,5.33,,
E01029778,1772,1.49,0.41,0.31,0.19,0.04,-1.38,0.94,0.34,0.00,0.03,1.16,3.47,,
E01029779,1586,1.31,0.22,0.29,0.17,0.04,-1.22,2.65,0.16,0.00,0.04,1.03,4.58,,
E01029780,1598,1.31,0.43,0.28,0.17,0.04,-1.24,1.18,0.27,0.00,0.03,1.04,3.49,,
E01029781,1429,1.21,0.19,0.27,0.15,0.03,-1.13,2.09,0.19,0.00,0.03,0.95,4.08,,
E01029782,1973,1.64,0.30,0.35,0.21,0.05,-1.52,2.67,0.26,0.00,0.05,1.28,5.50,,
E01029565,1139,0.94,0.20,0.21,0.12,0.03,-0.88,1.24,0.36,0.00,0.01,0.74,2.88,,
E01029612,1172,0.97,0.28,0.22,0.12,0.03,-0.91,2.07,0.19,0.00,0.02,0.76,3.93,,
E01029613,1426,1.11,0.17,0.27,0.15,0.03,-1.10,1.89,0.19,0.00,0.03,0.93,3.73,,
E01029614,1676,1.31,0.45,0.29,0.18,0.04,-1.30,1.95,0.31,0.00,0.03,1.09,4.38,,
E01029615,1225,0.96,0.26,0.22,0.13,0.03,-0.95,1.76,0.33,0.00,0.01,0.80,3.63,,
E01029566,1239,1.03,0.09,0.24,0.13,0.03,-0.96,1.73,0.36,0.00,0.01,0.81,3.48,,
E01029821,1385,1.15,0.35,0.27,0.15,0.03,-1.07,2.04,0.39,0.00,0.02,0.90,4.29,,
E01029901,2441,2.03,0.27,0.46,0.26,0.06,-1.88,2.14,0.49,0.00,0.02,1.59,5.31,,
E01029622,1597,1.25,0.43,0.29,0.17,0.04,-1.23,2.11,0.25,0.00,0.03,1.04,4.18,,
E01029637,4459,3.80,0.58,0.84,0.48,0.11,-3.45,4.83,0.94,0.00,0.06,2.92,11.13,,
E01029858,1504,1.24,0.26,0.26,0.16,0.04,-1.16,1.76,0.23,0.00,0.03,0.98,3.86,,
E01029534,1467,1.22,0.14,0.30,0.16,0.04,-1.13,1.81,0.44,0.00,0.02,0.95,3.95,,
E01029859,1728,1.42,0.33,0.33,0.18,0.04,-1.34,2.60,0.19,0.00,0.04,1.13,5.01,,
E01029638,2005,1.56,0.45,0.39,0.21,0.05,-1.55,2.93,0.32,0.00,0.04,1.30,5.59,,
E01029825,1260,1.03,0.31,0.21,0.13,0.03,-0.97,2.20,0.22,0.00,0.02,0.82,4.16,,
